,model_name,fold_index,metric_key,metric_score
220,SVC,0,test_f2,0.8061566595550136
221,SVC,1,test_f2,0.8004252733900364
222,SVC,2,test_f2,0.7857142857142857
223,SVC,3,test_f2,0.807820551682328
224,SVC,4,test_f2,0.7885956930542918
225,SVC,5,test_f2,0.8046497584541064
226,SVC,6,test_f2,0.7934815717331709
227,SVC,7,test_f2,0.8096676737160121
228,SVC,8,test_f2,0.8007279344858963
229,SVC,9,test_f2,0.7926829268292682
230,SVC,0,test_roc_auc,0.6837617299061607
231,SVC,1,test_roc_auc,0.6651060791513668
232,SVC,2,test_roc_auc,0.65081442936847
233,SVC,3,test_roc_auc,0.6724331587933048
234,SVC,4,test_roc_auc,0.6478593659377374
235,SVC,5,test_roc_auc,0.6552827630149407
236,SVC,6,test_roc_auc,0.6684222779515917
237,SVC,7,test_roc_auc,0.664201050507691
238,SVC,8,test_roc_auc,0.6599619561882555
239,SVC,9,test_roc_auc,0.6656337567241414
240,GaussianNB,0,fit_time,0.08460569381713867
241,GaussianNB,1,fit_time,0.10730648040771484
242,GaussianNB,2,fit_time,0.09618401527404785
243,GaussianNB,3,fit_time,0.10157227516174316
244,GaussianNB,4,fit_time,0.10655856132507324
245,GaussianNB,5,fit_time,0.11078691482543945
246,GaussianNB,6,fit_time,0.10576581954956055
247,GaussianNB,7,fit_time,0.14437556266784668
248,GaussianNB,8,fit_time,0.17738032341003418
249,GaussianNB,9,fit_time,0.18042683601379395
250,GaussianNB,0,score_time,0.11890935897827148
251,GaussianNB,1,score_time,0.015397310256958008
252,GaussianNB,2,score_time,0.024005413055419922
253,GaussianNB,3,score_time,0.018201112747192383
254,GaussianNB,4,score_time,0.014690399169921875
255,GaussianNB,5,score_time,0.01448512077331543
256,GaussianNB,6,score_time,0.014019250869750977
257,GaussianNB,7,score_time,0.015537023544311523
258,GaussianNB,8,score_time,0.013040542602539062
259,GaussianNB,9,score_time,0.016483545303344727
260,GaussianNB,0,test_balanced_accuracy,0.7502957976336189
261,GaussianNB,1,test_balanced_accuracy,0.7185536515707874
262,GaussianNB,2,test_balanced_accuracy,0.7327331988204253
